account_number,customer_id,account_type,status,balance_naira,opened_on,home_branch
9990571386,CUS-0314,Savings,dormant,143500,2017-02-15,ENTIN Benin City
9960596727,CUS-0315,Savings,active,1034000,2014-08-15,ENTIN Yaba
9928767202,CUS-0316,Savings,active,1554000,2017-09-15,ENTIN Enugu
9938331314,CUS-0317,Savings,active,696500,2012-09-15,ENTIN Garki
9973536623,CUS-0318,Savings,active,1477500,2025-03-15,ENTIN Yaba
9964510647,CUS-0319,Savings,active,1151700,2023-07-15,ENTIN Kano
9939671395,CUS-0320,Savings,active,377600,2016-12-15,ENTIN Lekki
9964528363,CUS-0321,Savings,active,530100,2019-11-15,ENTIN Wuse
9906561861,CUS-0321,Current,active,900000,2020-01-15,ENTIN Wuse
9949912955,CUS-0322,Savings,active,2568700,2023-07-15,ENTIN Kaduna
9954538030,CUS-0323,Savings,active,1131300,2018-12-15,ENTIN Enugu
9957360445,CUS-0324,Savings,active,1419000,2014-05-15,ENTIN Kaduna
9991958539,CUS-0325,Savings,active,1315700,2013-08-15,ENTIN Lekki
9996550219,CUS-0326,Savings,active,418200,2023-01-15,ENTIN Yaba
9921442356,CUS-0326,Current,active,2500000,2022-11-15,ENTIN Yaba
9985785371,CUS-0327,Savings,active,1269700,2016-01-15,ENTIN Wuse
9932477086,CUS-0328,Savings,active,2802200,2014-10-15,ENTIN Kano
9953759147,CUS-0329,Savings,active,116100,2023-01-15,ENTIN Yaba
9955477122,CUS-0330,Savings,active,2732400,2024-08-15,ENTIN Port Harcourt
9925736997,CUS-0331,Savings,active,155500,2013-12-15,ENTIN Surulere
9988059718,CUS-0332,Savings,active,3596200,2022-06-15,ENTIN Surulere
9934134297,CUS-0333,Savings,active,261000,2022-10-15,ENTIN Ikeja
9962266421,CUS-0334,Savings,active,1956000,2020-01-15,ENTIN Benin City
9937290469,CUS-0335,Savings,active,1491500,2025-10-15,ENTIN Benin City
9952764504,CUS-0336,Savings,active,846300,2020-07-15,ENTIN Benin City
9928921183,CUS-0337,Savings,active,3013500,2019-06-15,ENTIN Benin City
9965503781,CUS-0338,Savings,active,745100,2014-07-15,ENTIN Ibadan
9994674369,CUS-0339,Savings,active,757000,2012-05-15,ENTIN Yaba
9984223205,CUS-0339,Current,active,400000,2024-03-15,ENTIN Yaba
9968650702,CUS-0340,Savings,active,583200,2025-02-15,ENTIN Surulere
9911918995,CUS-0341,Savings,active,185700,2024-04-15,ENTIN Garki
9945277907,CUS-0342,Savings,active,1060500,2016-01-15,ENTIN Surulere
9922438945,CUS-0343,Savings,active,388500,2021-02-15,ENTIN Enugu
9972087668,CUS-0344,Savings,active,165700,2018-06-15,ENTIN Port Harcourt
9954456726,CUS-0345,Savings,active,184600,2020-11-15,ENTIN Ikeja
9910643132,CUS-0346,Savings,active,685100,2020-08-15,ENTIN Surulere
9910644250,CUS-0347,Savings,active,637700,2014-08-15,ENTIN Lekki
9968101700,CUS-0348,Savings,active,1984200,2022-12-15,ENTIN Ibadan
9918348045,CUS-0349,Savings,active,461500,2022-02-15,ENTIN Ikeja
9941377678,CUS-0350,Savings,active,1911900,2013-03-15,ENTIN Enugu
9935890704,CUS-0351,Savings,active,354700,2014-02-15,ENTIN Lekki
9911574849,CUS-0352,Savings,active,1308000,2012-08-15,ENTIN Lekki
9939159099,CUS-0353,Savings,active,485600,2023-11-15,ENTIN Lekki
9973080669,CUS-0354,Savings,active,60200,2025-08-15,ENTIN Yaba
9989001444,CUS-0354,Current,active,2500000,2022-02-15,ENTIN Yaba
9924902182,CUS-0355,Savings,active,181500,2020-05-15,ENTIN Ibadan
9961794516,CUS-0355,Current,active,2500000,2017-09-15,ENTIN Ibadan
9916389373,CUS-0356,Savings,active,156000,2013-07-15,ENTIN Kaduna
9983269017,CUS-0356,Current,active,80000,2024-06-15,ENTIN Kaduna
9982452077,CUS-0357,Savings,active,819200,2018-04-15,ENTIN Surulere
9954026859,CUS-0358,Savings,active,271200,2023-06-15,ENTIN Kano
9954494020,CUS-0359,Savings,active,987700,2018-09-15,ENTIN Kano
9950802361,CUS-0360,Savings,active,3244000,2017-12-15,ENTIN Enugu
9980291368,CUS-0361,Savings,active,383400,2023-08-15,ENTIN Ibadan
9925256262,CUS-0362,Savings,active,421100,2020-04-15,ENTIN Port Harcourt
9914265763,CUS-0363,Savings,active,2624100,2021-08-15,ENTIN Port Harcourt
9924622145,CUS-0364,Savings,dormant,1020500,2023-06-15,ENTIN Ikeja
9966800555,CUS-0365,Savings,active,1234500,2023-03-15,ENTIN Benin City
9961438798,CUS-0366,Savings,active,343800,2017-02-15,ENTIN Ibadan
9951406955,CUS-0367,Savings,active,2696200,2012-08-15,ENTIN Lekki
9940190302,CUS-0368,Savings,active,1293500,2012-06-15,ENTIN Kaduna
9915985343,CUS-0368,Current,active,80000,2013-07-15,ENTIN Kaduna
9982914423,CUS-0369,Savings,active,609000,2012-01-15,ENTIN Surulere
9934238589,CUS-0370,Savings,active,1248700,2019-06-15,ENTIN Enugu
9969704701,CUS-0370,Current,active,80000,2016-09-15,ENTIN Enugu
9907694305,CUS-0371,Savings,active,531700,2024-06-15,ENTIN Port Harcourt
9937583244,CUS-0372,Savings,active,1150200,2019-11-15,ENTIN Garki
9948554260,CUS-0372,Current,active,80000,2020-11-15,ENTIN Garki
9932052387,CUS-0373,Savings,active,377200,2012-01-15,ENTIN Ibadan
9931151207,CUS-0374,Savings,active,564700,2012-05-15,ENTIN Kaduna
9951549033,CUS-0375,Savings,active,671200,2025-06-15,ENTIN Wuse
9965266631,CUS-0376,Savings,active,509300,2020-01-15,ENTIN Ibadan
9956948792,CUS-0377,Savings,active,463500,2022-01-15,ENTIN Enugu
9920862512,CUS-0378,Savings,active,3018200,2018-08-15,ENTIN Wuse
9983308485,CUS-0379,Savings,active,1493000,2023-02-15,ENTIN Benin City
9935909163,CUS-0380,Savings,active,122300,2025-04-15,ENTIN Yaba
9967998836,CUS-0381,Savings,active,239800,2025-07-15,ENTIN Ibadan
9965825920,CUS-0382,Savings,active,1228700,2016-12-15,ENTIN Wuse
9903971634,CUS-0383,Savings,active,986700,2024-01-15,ENTIN Kaduna
9978462464,CUS-0384,Savings,active,461500,2015-08-15,ENTIN Kaduna
9986616742,CUS-0385,Savings,active,2659400,2013-03-15,ENTIN Wuse
9930746491,CUS-0386,Savings,active,216000,2016-04-15,ENTIN Ikeja
9916279824,CUS-0387,Savings,active,2446800,2013-09-15,ENTIN Ikeja
9966683513,CUS-0388,Savings,active,632100,2014-02-15,ENTIN Surulere
9985163816,CUS-0389,Savings,active,607200,2016-02-15,ENTIN Port Harcourt
9910397222,CUS-0390,Savings,active,536500,2015-05-15,ENTIN Kaduna
9920137304,CUS-0391,Savings,active,854500,2025-08-15,ENTIN Lekki
9920586006,CUS-0391,Current,active,900000,2022-12-15,ENTIN Lekki
9991287050,CUS-0392,Savings,active,460200,2019-06-15,ENTIN Enugu
9963393349,CUS-0392,Current,active,400000,2023-10-15,ENTIN Enugu
9978315160,CUS-0393,Savings,active,484000,2016-02-15,ENTIN Lekki
9948693005,CUS-0394,Savings,active,464200,2023-12-15,ENTIN Port Harcourt
9969124143,CUS-0395,Savings,active,78000,2016-03-15,ENTIN Garki
9979503876,CUS-0396,Savings,active,605500,2022-01-15,ENTIN Kano
9939504343,CUS-0397,Savings,active,2440400,2021-11-15,ENTIN Lekki
9963495400,CUS-0398,Savings,active,220500,2012-08-15,ENTIN Ikeja
9942983565,CUS-0399,Savings,active,383600,2012-08-15,ENTIN Ikeja
9927020003,CUS-0400,Savings,active,320000,2024-06-15,ENTIN Benin City
9916928668,CUS-0401,Savings,active,151900,2016-02-15,ENTIN Ibadan
9957851156,CUS-0402,Savings,active,463000,2025-05-15,ENTIN Surulere
9900193723,CUS-0402,Current,active,80000,2017-11-15,ENTIN Surulere
9978555237,CUS-0403,Savings,active,2879500,2015-06-15,ENTIN Surulere
9918022090,CUS-0404,Savings,active,676700,2016-08-15,ENTIN Enugu
9968853106,CUS-0405,Savings,active,515200,2017-02-15,ENTIN Enugu
9986833881,CUS-0406,Savings,active,518000,2013-09-15,ENTIN Garki
9927834375,CUS-0407,Savings,active,460500,2020-12-15,ENTIN Kaduna
9988225489,CUS-0408,Savings,active,487200,2016-02-15,ENTIN Garki
9926600363,CUS-0409,Savings,active,542100,2013-11-15,ENTIN Ikeja
9925723398,CUS-0409,Current,active,900000,2016-02-15,ENTIN Ikeja
9922696173,CUS-0410,Savings,active,52900,2023-06-15,ENTIN Surulere
9993781137,CUS-0411,Savings,active,746500,2020-09-15,ENTIN Surulere
9954372850,CUS-0412,Savings,active,466200,2020-01-15,ENTIN Yaba
9988958664,CUS-0413,Savings,active,2520500,2021-10-15,ENTIN Port Harcourt
9977024396,CUS-0414,Savings,active,2708500,2017-12-15,ENTIN Kaduna
9933680819,CUS-0415,Savings,active,432000,2014-03-15,ENTIN Benin City
9968703649,CUS-0416,Savings,active,253100,2024-05-15,ENTIN Port Harcourt
9965144969,CUS-0417,Savings,active,767000,2020-10-15,ENTIN Benin City
9975201362,CUS-0418,Savings,active,3559800,2023-11-15,ENTIN Kaduna
9947242692,CUS-0419,Savings,active,1074400,2015-08-15,ENTIN Wuse
9910053672,CUS-0419,Current,active,150000,2019-10-15,ENTIN Wuse
9939184404,CUS-0420,Savings,active,1025000,2019-09-15,ENTIN Yaba
9917263678,CUS-0421,Savings,active,187500,2014-05-15,ENTIN Benin City
9981759426,CUS-0422,Savings,active,1096000,2022-11-15,ENTIN Ikeja
9996846104,CUS-0423,Savings,active,2671700,2024-10-15,ENTIN Surulere
9968184455,CUS-0424,Savings,active,91100,2013-01-15,ENTIN Enugu
9940818369,CUS-0425,Savings,active,464700,2016-01-15,ENTIN Ikeja
9934753413,CUS-0425,Current,active,900000,2019-09-15,ENTIN Ikeja
9934548587,CUS-0426,Savings,active,376000,2017-12-15,ENTIN Port Harcourt
9914290139,CUS-0427,Savings,active,715000,2019-10-15,ENTIN Garki
9988816041,CUS-0428,Savings,active,405300,2021-02-15,ENTIN Yaba
9962754614,CUS-0429,Savings,active,1108100,2012-03-15,ENTIN Benin City
9922159393,CUS-0430,Savings,active,85700,2013-06-15,ENTIN Kano
9985406888,CUS-0431,Savings,active,2617500,2014-04-15,ENTIN Lekki
9919851832,CUS-0431,Current,active,900000,2016-09-15,ENTIN Lekki
9901762982,CUS-0432,Savings,active,1017000,2017-01-15,ENTIN Wuse
9973633995,CUS-0433,Savings,active,1133000,2023-09-15,ENTIN Benin City
9998934709,CUS-0434,Savings,active,370200,2025-11-15,ENTIN Yaba
9996618422,CUS-0435,Savings,active,201500,2016-06-15,ENTIN Port Harcourt
9957764503,CUS-0436,Savings,active,1534400,2014-04-15,ENTIN Ibadan
9935652556,CUS-0437,Savings,active,1202700,2016-07-15,ENTIN Benin City
9912614443,CUS-0438,Savings,active,3178200,2013-04-15,ENTIN Garki
9979594787,CUS-0439,Savings,active,812400,2017-09-15,ENTIN Lekki
9953918603,CUS-0440,Savings,active,518100,2023-01-15,ENTIN Ikeja
9989912305,CUS-0441,Savings,dormant,96000,2018-03-15,ENTIN Ikeja
9996044337,CUS-0442,Savings,active,3641100,2025-05-15,ENTIN Kaduna
9975532263,CUS-0442,Current,active,2500000,2022-12-15,ENTIN Kaduna
9932469947,CUS-0443,Savings,active,40500,2012-01-15,ENTIN Kano
9984434096,CUS-0444,Savings,active,392700,2024-07-15,ENTIN Ibadan
9937220724,CUS-0445,Savings,active,368200,2014-05-15,ENTIN Lekki
9965552641,CUS-0446,Savings,active,580500,2019-11-15,ENTIN Port Harcourt
9988158943,CUS-0447,Savings,active,43700,2025-12-15,ENTIN Yaba
9949863391,CUS-0448,Savings,active,72200,2015-11-15,ENTIN Enugu
9921814877,CUS-0449,Savings,active,533700,2023-04-15,ENTIN Lekki
9931478410,CUS-0450,Savings,active,403000,2021-04-15,ENTIN Kaduna
9961219558,CUS-0451,Savings,active,1112500,2023-06-15,ENTIN Yaba
9921145268,CUS-0452,Savings,active,488200,2012-12-15,ENTIN Kaduna
9912705740,CUS-0453,Savings,active,1035700,2022-06-15,ENTIN Benin City
9915943156,CUS-0454,Savings,active,2488500,2012-01-15,ENTIN Wuse
9901786063,CUS-0454,Current,active,35000,2016-08-15,ENTIN Wuse
9902792166,CUS-0455,Savings,active,1065300,2016-03-15,ENTIN Surulere
9972514839,CUS-0456,Savings,active,706700,2019-04-15,ENTIN Surulere
9951470242,CUS-0457,Savings,active,55000,2025-12-15,ENTIN Surulere
9904367085,CUS-0458,Savings,active,189900,2020-12-15,ENTIN Ibadan
9996173946,CUS-0459,Savings,active,312000,2022-08-15,ENTIN Surulere
9955245029,CUS-0460,Savings,active,476200,2012-08-15,ENTIN Yaba
9906704957,CUS-0461,Savings,active,128200,2024-05-15,ENTIN Wuse
9959698980,CUS-0462,Savings,active,477000,2022-04-15,ENTIN Enugu
9930718439,CUS-0463,Savings,active,626200,2012-04-15,ENTIN Garki
9998523750,CUS-0464,Savings,active,187000,2025-07-15,ENTIN Yaba
9919915036,CUS-0465,Savings,active,1308900,2014-08-15,ENTIN Surulere
9921435033,CUS-0466,Savings,active,1040500,2021-11-15,ENTIN Enugu
9930828759,CUS-0467,Savings,active,2768200,2012-09-15,ENTIN Port Harcourt
9916264223,CUS-0468,Savings,active,1446200,2024-08-15,ENTIN Benin City
9968933238,CUS-0469,Savings,active,400900,2019-02-15,ENTIN Lekki
9929794391,CUS-0470,Savings,active,524100,2025-07-15,ENTIN Garki
9943902366,CUS-0471,Savings,active,25000,2019-07-15,ENTIN Lekki
9933859016,CUS-0472,Savings,active,1183200,2016-03-15,ENTIN Surulere
9925088977,CUS-0472,Current,active,150000,2020-02-15,ENTIN Surulere
9956177643,CUS-0473,Savings,active,164900,2014-03-15,ENTIN Enugu
9967078673,CUS-0474,Savings,active,254500,2022-03-15,ENTIN Yaba
9942169114,CUS-0475,Savings,active,371600,2025-12-15,ENTIN Kano
9990474627,CUS-0476,Savings,active,2936800,2021-03-15,ENTIN Port Harcourt
9950606428,CUS-0477,Savings,active,56000,2024-06-15,ENTIN Yaba
9926098818,CUS-0478,Savings,active,3675700,2013-11-15,ENTIN Lekki
9976613626,CUS-0479,Savings,active,1084100,2021-02-15,ENTIN Wuse
9918302667,CUS-0479,Current,active,2500000,2012-07-15,ENTIN Wuse
9952051483,CUS-0480,Savings,active,3633900,2019-04-15,ENTIN Wuse
9939475693,CUS-0481,Savings,active,405200,2018-11-15,ENTIN Garki
9931572769,CUS-0482,Savings,active,837100,2017-05-15,ENTIN Garki
9911236417,CUS-0482,Current,active,900000,2013-07-15,ENTIN Garki
9956134913,CUS-0483,Savings,active,104500,2018-05-15,ENTIN Ikeja
9930311981,CUS-0483,Current,active,150000,2018-09-15,ENTIN Ikeja
9979764044,CUS-0484,Savings,active,665000,2022-10-15,ENTIN Ikeja
9906363978,CUS-0484,Current,active,400000,2020-10-15,ENTIN Ikeja
9974291653,CUS-0485,Savings,active,2783200,2021-04-15,ENTIN Lekki
9956936295,CUS-0486,Savings,active,796500,2018-04-15,ENTIN Garki
9989218380,CUS-0487,Savings,active,1121700,2025-02-15,ENTIN Ikeja
9947422699,CUS-0488,Savings,active,330000,2019-11-15,ENTIN Garki
9904477391,CUS-0489,Savings,active,100700,2025-06-15,ENTIN Port Harcourt
9997818827,CUS-0490,Savings,active,860200,2014-01-15,ENTIN Yaba
9971365877,CUS-0491,Savings,active,1037200,2014-12-15,ENTIN Yaba
9909587010,CUS-0492,Savings,active,2061700,2014-04-15,ENTIN Kano
9915364042,CUS-0492,Current,active,80000,2012-09-15,ENTIN Kano
9914772348,CUS-0493,Savings,active,1163700,2025-02-15,ENTIN Enugu
9961232402,CUS-0494,Savings,active,320500,2019-07-15,ENTIN Lekki
9921089129,CUS-0495,Savings,active,1566000,2012-12-15,ENTIN Kaduna
9992039930,CUS-0496,Savings,active,3043500,2021-05-15,ENTIN Port Harcourt
9975222469,CUS-0497,Savings,active,28500,2025-01-15,ENTIN Kano
9973945097,CUS-0498,Savings,active,1266000,2023-08-15,ENTIN Ibadan
9952647161,CUS-0499,Savings,active,182600,2025-12-15,ENTIN Ibadan
9934447608,CUS-0500,Savings,active,883200,2016-10-15,ENTIN Benin City
