txn_id,customer_id,account_number,date_time,channel,direction,amount_naira,counterparty,counterparty_bank,narration,status,debited,beneficiary_credited,on_us,reversal_status,reversal_due,reversal_completed_at,reference,balance_after
TXN-002663,CUS-0216,9903471072,2026-08-03 01:18,TRANSFER,debit,35000,Gerald E**m,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT472136261186,2650000
TXN-004157,CUS-0338,9965503781,2026-08-03 01:23,POS,debit,45000,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT835992184682,605000
TXN-003493,CUS-0282,9946306844,2026-08-03 02:10,TRANSFER,debit,10000,Adaeze A***n,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT260543682387,1511000
TXN-002098,CUS-0171,9983851534,2026-08-03 02:26,TRANSFER,debit,100000,Seun O*i,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT821485162512,920000
TXN-003189,CUS-0257,9903889054,2026-08-03 02:29,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT121820956657,1001000
TXN-002581,CUS-0209,9986925245,2026-08-03 02:57,POS,debit,3500,StreamFlix (fictional),,POS purchase,successful,yes,,,,,,ENT818087085441,419500
TXN-003250,CUS-0262,9969055121,2026-08-03 03:09,ATM,debit,40000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT874447047401,480000
TXN-005257,CUS-0426,9934548587,2026-08-03 03:16,ATM,debit,40000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT528032674525,445000
TXN-002257,CUS-0184,9912799315,2026-08-03 03:25,TRANSFER,debit,20000,Ibrahim U**r,Quick Fictional Bank,Transfer,successful,yes,yes,,,,,ENT964449563396,1253500
TXN-003911,CUS-0317,9938331314,2026-08-03 03:33,TRANSFER,debit,50000,Emmanuel E**t,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT659876571176,341500
TXN-002170,CUS-0177,9940024094,2026-08-03 03:39,TRANSFER,debit,5000,Patience C****u,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT197333364261,106500
TXN-002437,CUS-0198,9908529541,2026-08-03 03:51,POS,debit,1500,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT159789731566,258000
TXN-003908,CUS-0317,9938331314,2026-08-03 04:02,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT301779833212,339500
TXN-002959,CUS-0239,9963646907,2026-08-03 04:10,POS,debit,12500,Lekki Luxury Stores,,POS purchase,successful,yes,,,,,,ENT967917462568,504000
TXN-003707,CUS-0300,9986118151,2026-08-03 04:22,POS,debit,1500,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT461247356804,328500
TXN-002449,CUS-0199,9916644726,2026-08-03 04:25,WEB,debit,4500,StreamFlix (fictional),,Online card payment,successful,yes,,,,,,ENT733048876998,470500
TXN-004570,CUS-0371,9907694305,2026-08-03 04:40,POS,debit,7800,StreamFlix (fictional),,POS purchase,successful,yes,,,,,,ENT202050708995,62200
TXN-004027,CUS-0327,9985785371,2026-08-03 04:49,ATM,debit,10000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT781966386092,705000
TXN-002893,CUS-0234,9902167309,2026-08-03 06:03,TRANSFER,debit,5000,Musa O*u,Quick Fictional Bank,Transfer,successful,yes,yes,,,,,ENT543827456617,3130500
TXN-002415,CUS-0196,9967074401,2026-08-03 06:09,POS,debit,22000,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT960799469644,219500
TXN-004827,CUS-0391,9920137304,2026-08-03 06:10,WEB,debit,15000,Lekki Luxury Stores,,Online card payment,successful,yes,,,,,,ENT281507422712,724000
TXN-000995,CUS-0083,9950496570,2026-08-03 06:21,TRANSFER,debit,10000,Precious N***u,Quick Fictional Bank,Transfer,successful,yes,yes,,,,,ENT160689261723,205000
TXN-004755,CUS-0385,9986616742,2026-08-03 07:13,POS,debit,12500,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT236262444685,2609700
TXN-000875,CUS-0073,9929770579,2026-08-03 07:23,POS,debit,3500,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT515624677786,1136500
TXN-002909,CUS-0235,9953911045,2026-08-03 07:33,TRANSFER,debit,10000,Aminu A***n,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT987220573349,568500
TXN-001986,CUS-0162,9936876480,2026-08-03 07:52,TRANSFER,debit,5000,Folake O*i,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT737778555798,545000
TXN-001171,CUS-0097,9961807567,2026-08-03 09:41,WEB,debit,2500,Bolt-like Rides (fictional),,Online card payment,successful,yes,,,,,,ENT926988568544,2579000
TXN-003994,CUS-0324,9957360445,2026-08-03 09:47,USSD,debit,5000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT227871402078,1000000
TXN-000389,CUS-0033,9940720754,2026-08-03 09:58,POS,debit,3500,Market Stall POS,,POS purchase,successful,yes,,,,,,ENT608900071236,1010000
TXN-004324,CUS-0351,9935890704,2026-08-03 10:15,TRANSFER,debit,10000,Bello U**h,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT153212269969,220000
TXN-000476,CUS-0040,9954177588,2026-08-03 10:22,TRANSFER,debit,35000,Yusuf E****m,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT676498121034,527500
TXN-001083,CUS-0090,9945011459,2026-08-03 10:31,USSD,debit,5000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT650561462270,127500
TXN-005871,CUS-0475,9942169114,2026-08-03 10:51,ATM,debit,40000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT916993397163,286500
TXN-003962,CUS-0321,9964528363,2026-08-03 11:05,TRANSFER,debit,20000,Seun O*****e,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT938059330436,492500
TXN-002355,CUS-0192,9988642115,2026-08-03 11:28,TRANSFER,debit,10000,Abubakar E****g,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT980780666029,635000
TXN-004676,CUS-0379,9983308485,2026-08-03 11:53,TRANSFER,debit,20000,Folake A*****o,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT739026476274,890000
TXN-000938,CUS-0078,9938696953,2026-08-03 12:23,ATM,debit,20000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT677681214032,2655000
TXN-001537,CUS-0126,9983579996,2026-08-03 12:36,POS,debit,1500,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT360149319243,763500
TXN-005086,CUS-0412,9954372850,2026-08-03 12:40,TRANSFER,debit,100000,Joy E****g,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT924830520626,412200
TXN-003972,CUS-0322,9949912955,2026-08-03 12:48,POS,debit,1500,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT751572074087,2570700
TXN-005547,CUS-0449,9921814877,2026-08-03 12:51,ATM,debit,20000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT478806834154,478700
TXN-006020,CUS-0487,9989218380,2026-08-03 12:52,USSD,debit,500,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT384331024239,1034500
TXN-002359,CUS-0192,9988642115,2026-08-03 13:28,WEB,debit,4500,Lekki Luxury Stores,,Online card payment,successful,yes,,,,,,ENT749108682767,630500
TXN-002637,CUS-0214,9980024371,2026-08-03 13:53,POS,debit,45000,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT459610738812,965200
TXN-002280,CUS-0186,9978728285,2026-08-03 13:55,POS,debit,22000,StreamFlix (fictional),,POS purchase,successful,yes,,,,,,ENT806749260248,2523000
TXN-000686,CUS-0057,9939955156,2026-08-03 14:23,TRANSFER,debit,20000,Abubakar I*e,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT933698665939,680500
TXN-005655,CUS-0458,9904367085,2026-08-03 14:30,POS,debit,7800,Market Stall POS,,POS purchase,successful,yes,,,,,,ENT857431926207,216200
TXN-004917,CUS-0398,9963495400,2026-08-03 14:32,ATM,debit,10000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT650891139618,370000
TXN-005837,CUS-0472,9933859016,2026-08-03 14:42,TRANSFER,debit,50000,Kemi A*******i,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT501322447018,1019700
TXN-003043,CUS-0245,9974242558,2026-08-03 15:08,ATM,debit,40000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT104614427001,3105000
TXN-001878,CUS-0154,9973621841,2026-08-03 15:38,ATM,debit,10000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT691306197276,555000
TXN-000945,CUS-0078,9938696953,2026-08-03 15:49,TRANSFER,debit,35000,Hadiza O***o,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT853425940377,2620000
TXN-006030,CUS-0488,9947422699,2026-08-03 15:51,TRANSFER,debit,20000,Lola N***u,Quick Fictional Bank,Transfer,successful,yes,yes,,,,,ENT157541835797,240000
TXN-002826,CUS-0229,9993322503,2026-08-03 15:54,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT369088534329,560500
TXN-001090,CUS-0090,9945011459,2026-08-03 16:02,TRANSFER,debit,100000,Bisola O*****o,Quick Fictional Bank,Transfer,successful,yes,yes,,,,,ENT122506093912,27500
TXN-005020,CUS-0407,9927834375,2026-08-03 16:24,POS,debit,22000,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT255075770107,85500
TXN-003423,CUS-0276,9997590170,2026-08-03 16:42,TRANSFER,debit,50000,Segun O*******i,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT742698024835,168500
TXN-004131,CUS-0336,9952764504,2026-08-03 17:11,USSD,debit,1000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT661348974477,744000
TXN-005912,CUS-0478,9926098818,2026-08-03 17:24,ATM,debit,10000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT664866920934,3116000
TXN-000534,CUS-0044,9933042845,2026-08-03 17:35,USSD,debit,500,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT310532004845,917000
TXN-004651,CUS-0377,9956948792,2026-08-03 17:50,TRANSFER,debit,5000,Victor A*****o,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT523518672109,323000
TXN-003521,CUS-0284,9966833571,2026-08-03 18:15,ATM,debit,20000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT225829291531,1090000
TXN-003524,CUS-0284,9966833571,2026-08-03 18:30,POS,debit,22000,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT547120411118,1068000
TXN-000080,CUS-0007,9977876804,2026-08-03 18:33,USSD,debit,1000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT132653913083,439000
TXN-003187,CUS-0257,9903889054,2026-08-03 19:01,WEB,debit,15000,Lekki Luxury Stores,,Online card payment,successful,yes,,,,,,ENT320627932173,986000
TXN-004672,CUS-0379,9983308485,2026-08-03 19:02,USSD,debit,500,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT311738037483,889500
TXN-000641,CUS-0053,9916354011,2026-08-03 19:19,ATM,debit,10000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT446604394505,2610000
TXN-005780,CUS-0468,9916264223,2026-08-03 19:31,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT887790881875,1174500
TXN-002163,CUS-0176,9948340783,2026-08-03 20:06,POS,debit,22000,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT421711035592,209000
TXN-002347,CUS-0191,9904355683,2026-08-03 20:06,USSD,debit,5000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT786696909273,209700
TXN-002037,CUS-0166,9936354926,2026-08-03 20:24,POS,debit,1500,Market Stall POS,,POS purchase,successful,yes,,,,,,ENT812133286729,688500
TXN-005683,CUS-0460,9955245029,2026-08-03 20:56,POS,debit,45000,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT324830689009,537200
TXN-005046,CUS-0409,9926600363,2026-08-03 21:41,ATM,debit,40000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT272306641224,552000
TXN-004774,CUS-0387,9916279824,2026-08-03 22:16,ATM,debit,20000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT881424270259,2565000
TXN-005834,CUS-0472,9933859016,2026-08-03 22:22,TRANSFER,debit,10000,Godwin E****g,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT270483877726,1009700
TXN-002220,CUS-0181,9983508472,2026-08-03 22:37,USSD,debit,1000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT988450227306,294000
TXN-003608,CUS-0292,9969206472,2026-08-03 22:55,TRANSFER,debit,5000,Wale A*******i,Quick Fictional Bank,Transfer,successful,yes,yes,,,,,ENT354465086151,645000
TXN-005191,CUS-0421,9917263678,2026-08-03 23:15,TRANSFER,debit,35000,Femi A*****i,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT919371893645,120000
TXN-003943,CUS-0320,9939671395,2026-08-03 23:26,POS,debit,7800,Filling Station (fictional),,POS purchase,successful,yes,,,,,,ENT931101847083,384400
TXN-003974,CUS-0322,9949912955,2026-08-03 23:36,ATM,debit,40000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT232535445263,2530700
TXN-001864,CUS-0153,9979262701,2026-08-03 23:47,POS,debit,1500,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT307610574978,324000
TXN-000348,CUS-0029,9914497660,2026-08-04 00:00,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT574447510782,1018000
TXN-003266,CUS-0263,9950345134,2026-08-04 00:50,TRANSFER,debit,35000,Kemi E****g,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT598918251457,158500
TXN-001733,CUS-0142,9986367800,2026-08-04 01:26,POS,debit,22000,Bolt-like Rides (fictional),,POS purchase,successful,yes,,,,,,ENT245013687738,998000
TXN-001619,CUS-0132,9913900264,2026-08-04 01:36,TRANSFER,debit,35000,Ese M**a,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT787040125285,2605000
TXN-002477,CUS-0201,9915856052,2026-08-04 01:45,ATM,debit,10000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT560984770477,1139500
TXN-000950,CUS-0079,9971711243,2026-08-04 01:59,POS,debit,22000,Filling Station (fictional),,POS purchase,successful,yes,,,,,,ENT411076939823,912000
TXN-000776,CUS-0064,9901461338,2026-08-04 02:01,POS,debit,1500,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT585996838912,578500
TXN-005050,CUS-0409,9926600363,2026-08-04 02:43,TRANSFER,debit,5000,Fatima N***u,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT921856176818,547000
TXN-001832,CUS-0150,9986703642,2026-08-04 03:06,USSD,debit,500,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT308137621911,1033500
TXN-002358,CUS-0192,9988642115,2026-08-04 03:35,TRANSFER,debit,10000,Ibrahim C****u,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT797098155003,620500
TXN-001381,CUS-0113,9918118331,2026-08-04 03:36,POS,debit,3500,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT309677197394,1546500
TXN-001898,CUS-0155,9924565054,2026-08-04 03:50,POS,debit,12500,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT401962184857,95000
TXN-000556,CUS-0046,9968179223,2026-08-04 03:58,TRANSFER,debit,100000,Amaka O*******i,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT497926310336,880000
TXN-004604,CUS-0374,9931151207,2026-08-04 04:06,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT778810690933,556000
TXN-006035,CUS-0488,9947422699,2026-08-04 04:21,POS,debit,7800,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT309909069336,232200
TXN-003102,CUS-0250,9922213933,2026-08-04 04:40,POS,debit,3500,Bolt-like Rides (fictional),,POS purchase,successful,yes,,,,,,ENT209307554405,371500
TXN-004048,CUS-0329,9953759147,2026-08-04 05:10,POS,debit,3500,Filling Station (fictional),,POS purchase,successful,yes,,,,,,ENT905826925186,196000
TXN-002846,CUS-0230,9946252003,2026-08-04 05:50,POS,debit,45000,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT524498268775,15000
TXN-003672,CUS-0297,9929017205,2026-08-04 05:55,POS,debit,12500,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT300471127050,1065000
TXN-002032,CUS-0166,9936354926,2026-08-04 05:58,POS,debit,45000,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT161084330621,643500
TXN-002802,CUS-0227,9986617876,2026-08-04 06:03,POS,debit,12500,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT259491717466,2573000
TXN-001907,CUS-0156,9944565338,2026-08-04 06:39,POS,debit,22000,Bolt-like Rides (fictional),,POS purchase,successful,yes,,,,,,ENT375221364563,1268000
TXN-005716,CUS-0463,9930718439,2026-08-04 06:54,TRANSFER,debit,20000,Joy N***i,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT353783777828,430000
TXN-001429,CUS-0117,9925219607,2026-08-04 06:59,POS,debit,1500,Bolt-like Rides (fictional),,POS purchase,successful,yes,,,,,,ENT655198387792,360000
TXN-000216,CUS-0018,9946450604,2026-08-04 07:00,POS,debit,12500,StreamFlix (fictional),,POS purchase,successful,yes,,,,,,ENT276311814039,99000
TXN-001581,CUS-0129,9901919652,2026-08-04 07:26,ATM,debit,40000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT972069319647,172500
TXN-001353,CUS-0111,9960169676,2026-08-04 07:55,POS,debit,1500,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT504462715331,336500
TXN-000598,CUS-0049,9996745219,2026-08-04 08:01,ATM,debit,20000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT887314342447,1495500
TXN-001204,CUS-0099,9936708878,2026-08-04 08:02,ATM,debit,20000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT725488478072,2652200
TXN-000757,CUS-0063,9948085347,2026-08-04 08:17,POS,debit,22000,Lekki Luxury Stores,,POS purchase,successful,yes,,,,,,ENT914051796839,243000
TXN-002395,CUS-0195,9911125736,2026-08-04 08:20,TRANSFER,debit,35000,Grace O***o,Sample Savings Bank,Transfer,successful,yes,yes,,,,,ENT353041047821,2465000
TXN-001769,CUS-0145,9912117405,2026-08-04 08:21,TRANSFER,debit,5000,Idara E****g,Quick Fictional Bank,Transfer,successful,yes,yes,,,,,ENT328716926824,705000
TXN-004479,CUS-0363,9914265763,2026-08-04 08:40,POS,debit,22000,Mama Put Kitchen,,POS purchase,successful,yes,,,,,,ENT973422915913,2568000
TXN-004447,CUS-0361,9980291368,2026-08-04 09:03,TRANSFER,debit,10000,Ngozi O***e,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT432512768320,288200
TXN-001957,CUS-0160,9945997181,2026-08-04 09:43,TRANSFER,debit,50000,Yusuf O******i,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT251657432624,435000
TXN-005967,CUS-0483,9956134913,2026-08-04 09:46,ATM,debit,10000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT231367959522,225000
TXN-000323,CUS-0027,9935795111,2026-08-04 10:15,USSD,debit,500,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT724493121420,1034500
TXN-002030,CUS-0166,9936354926,2026-08-04 10:28,USSD,debit,1000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT773676372222,642500
TXN-001810,CUS-0148,9929634769,2026-08-04 10:58,USSD,debit,1000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT977589270721,514000
TXN-001077,CUS-0089,9995292074,2026-08-04 11:43,POS,debit,1500,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT835106300045,713500
TXN-001108,CUS-0092,9995444615,2026-08-04 11:53,POS,debit,7800,Market Stall POS,,POS purchase,successful,yes,,,,,,ENT476237158340,1282200
TXN-004420,CUS-0359,9954494020,2026-08-04 12:02,TRANSFER,debit,20000,Joy A*****i,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT663006254469,965000
TXN-000109,CUS-0009,9993319084,2026-08-04 12:36,POS,debit,12500,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT201621820249,2872200
TXN-004572,CUS-0371,9907694305,2026-08-04 12:37,USSD,debit,500,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT251516598821,61700
TXN-006009,CUS-0486,9956936295,2026-08-04 12:38,ATM,debit,20000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT605833833738,630000
TXN-001546,CUS-0126,9983579996,2026-08-04 13:13,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT180841626378,761500
TXN-001316,CUS-0108,9976125398,2026-08-04 13:27,TRANSFER,debit,35000,Yemisi E****g,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT112599768331,117500
TXN-004756,CUS-0385,9986616742,2026-08-04 13:43,POS,debit,1500,Lekki Luxury Stores,,POS purchase,successful,yes,,,,,,ENT543681081416,2608200
TXN-006193,CUS-0500,9934447608,2026-08-04 14:01,TRANSFER,debit,100000,Tope S***u,Placeholder Bank,Transfer,successful,yes,yes,,,,,ENT577512960958,668000
TXN-002554,CUS-0207,9954079211,2026-08-04 14:22,ATM,debit,20000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT160005247898,92200
TXN-002801,CUS-0227,9986617876,2026-08-04 14:31,USSD,debit,1000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT811502485055,2572000
TXN-003647,CUS-0295,9991259758,2026-08-04 14:40,ATM,debit,20000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT253109986405,515000
TXN-005570,CUS-0451,9961219558,2026-08-04 14:55,USSD,debit,1000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT468854437193,674000
TXN-003497,CUS-0282,9946306844,2026-08-04 15:32,POS,debit,7800,Lekki Luxury Stores,,POS purchase,successful,yes,,,,,,ENT734201111663,1503200
TXN-003751,CUS-0304,9919484159,2026-08-04 15:35,ATM,debit,40000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT388908566599,1002500
TXN-001601,CUS-0131,9915379101,2026-08-04 15:48,TRANSFER,debit,35000,Samuel O*i,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT742648643426,400000
TXN-000100,CUS-0009,9993319084,2026-08-04 15:55,POS,debit,12500,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT727566532765,2859700
TXN-002771,CUS-0224,9958085404,2026-08-04 16:18,POS,debit,22000,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT434916214851,2498000
TXN-005060,CUS-0410,9922696173,2026-08-04 16:29,POS,debit,3500,Filling Station (fictional),,POS purchase,successful,yes,,,,,,ENT138395277173,158500
TXN-004961,CUS-0402,9957851156,2026-08-04 16:33,POS,debit,45000,Market Stall POS,,POS purchase,successful,yes,,,,,,ENT587268091365,550500
TXN-002715,CUS-0220,9986070448,2026-08-04 17:17,POS,debit,1500,Lekki Luxury Stores,,POS purchase,successful,yes,,,,,,ENT794282490850,383000
TXN-002433,CUS-0198,9908529541,2026-08-04 17:38,TRANSFER,debit,50000,Ikenna I**e,Quick Fictional Bank,Transfer,successful,yes,yes,,,,,ENT547157887740,208000
TXN-002248,CUS-0183,9902993351,2026-08-04 17:42,POS,debit,3500,StreamFlix (fictional),,POS purchase,successful,yes,,,,,,ENT831775730755,2577500
TXN-001437,CUS-0118,9975049979,2026-08-04 17:55,TRANSFER,debit,20000,Bisola N***i,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT213731904904,320000
TXN-005107,CUS-0414,9977024396,2026-08-04 17:56,POS,debit,12500,Filling Station (fictional),,POS purchase,successful,yes,,,,,,ENT972419725253,2667500
TXN-003397,CUS-0274,9955297955,2026-08-04 18:04,ATM,debit,10000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT842813464756,182200
TXN-004579,CUS-0372,9937583244,2026-08-04 18:15,POS,debit,22000,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT851073598283,1004000
TXN-001527,CUS-0125,9939285100,2026-08-04 20:31,ATM,debit,40000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT545867780147,944500
TXN-005102,CUS-0413,9988958664,2026-08-04 20:35,ATM,debit,10000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT952171132887,2601500
TXN-003020,CUS-0243,9951135288,2026-08-04 21:39,TRANSFER,debit,35000,Patience O******i,Demo Microfinance Bank,Transfer,successful,yes,yes,,,,,ENT103380184079,246500
TXN-005556,CUS-0450,9931478410,2026-08-04 21:52,ATM,debit,20000,ENTIN ATM,,ATM withdrawal,successful,yes,,yes,,,,ENT780538794072,425000
TXN-002062,CUS-0168,9989354914,2026-08-04 21:54,POS,debit,7800,ShopRite-like Store (fictional),,POS purchase,successful,yes,,,,,,ENT858188107277,2670700
TXN-005987,CUS-0484,9979764044,2026-08-04 22:19,POS,debit,45000,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT682954583378,346000
TXN-000535,CUS-0044,9933042845,2026-08-04 22:39,ATM,debit,10000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT762939709327,907000
TXN-001494,CUS-0122,9920453316,2026-08-04 22:48,TRANSFER,debit,10000,Kunle O*i,Fictional Trust Bank,Transfer,successful,yes,yes,,,,,ENT881180879630,2570000
TXN-002539,CUS-0206,9960946297,2026-08-04 22:58,ATM,debit,10000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT157413493483,834000
TXN-003697,CUS-0299,9903987204,2026-08-04 23:22,USSD,debit,2000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT331337617233,137000
TXN-003909,CUS-0317,9938331314,2026-08-04 23:22,USSD,debit,500,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT373828309941,339000
TXN-000514,CUS-0043,9985469059,2026-08-04 23:29,USSD,debit,1000,Airtime (fictional network),,Airtime purchase,successful,yes,,,,,,ENT331372857504,359000
TXN-001856,CUS-0152,9950934230,2026-08-05 00:22,POS,debit,1500,Lekki Luxury Stores,,POS purchase,successful,yes,,,,,,ENT784858725758,638500
TXN-000103,CUS-0009,9993319084,2026-08-05 01:15,POS,debit,12500,QuickBuy Online (fictional),,POS purchase,successful,yes,,,,,,ENT655645277300,2847200
TXN-005946,CUS-0481,9939475693,2026-08-05 01:20,ATM,debit,40000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT668963066014,230200
TXN-001649,CUS-0135,9907512280,2026-08-05 01:25,ATM,debit,10000,Other bank ATM,,ATM withdrawal,successful,yes,,no,,,,ENT726889345925,530000
TXN-005085,CUS-0412,9954372850,2026-08-05 01:42,POS,debit,12500,Pharmacy Plus (fictional),,POS purchase,successful,yes,,,,,,ENT867056457364,399700
