card_id,customer_id,account_number,scheme,card_last4,status,online_enabled,daily_limit_naira,blocked_at,block_reason,last_decline_reason,last_decline_at,last_decline_merchant
CRD-0328-1,CUS-0328,9932477086,Mastercard,0891,active,yes,100000,,,,,
CRD-0329-1,CUS-0329,9953759147,Verve,1845,active,yes,200000,,,,,
CRD-0330-1,CUS-0330,9955477122,Verve,6752,active,yes,100000,,,,,
CRD-0331-1,CUS-0331,9925736997,Mastercard,0952,active,yes,500000,,,,,
CRD-0332-1,CUS-0332,9988059718,Verve,5544,active,yes,200000,,,,,
CRD-0333-1,CUS-0333,9934134297,Verve,1030,active,yes,100000,,,,,
CRD-0334-1,CUS-0334,9962266421,Visa,6076,active,yes,500000,,,,,
CRD-0335-1,CUS-0335,9937290469,Visa,6972,active,yes,100000,,,,,
CRD-0336-1,CUS-0336,9952764504,Mastercard,1260,active,yes,500000,,,,,
CRD-0337-1,CUS-0337,9928921183,Mastercard,2465,active,yes,500000,,,,,
CRD-0338-1,CUS-0338,9965503781,Visa,9565,active,yes,500000,,,,,
CRD-0339-1,CUS-0339,9994674369,Verve,8047,active,yes,200000,,,,,
CRD-0340-1,CUS-0340,9968650702,Visa,8105,active,yes,100000,,,,,
CRD-0341-1,CUS-0341,9911918995,Mastercard,4608,active,yes,500000,,,,,
CRD-0342-1,CUS-0342,9945277907,Visa,3517,active,yes,500000,,,,,
CRD-0343-1,CUS-0343,9922438945,Mastercard,9083,active,yes,200000,,,,,
CRD-0344-1,CUS-0344,9972087668,Verve,6945,active,yes,500000,,,,,
CRD-0345-1,CUS-0345,9954456726,Visa,1283,active,yes,200000,,,,,
CRD-0346-1,CUS-0346,9910643132,Verve,4102,active,yes,500000,,,,,
CRD-0347-1,CUS-0347,9910644250,Mastercard,8716,active,yes,100000,,,,,
CRD-0348-1,CUS-0348,9968101700,Verve,3813,active,yes,100000,,,,,
CRD-0349-1,CUS-0349,9918348045,Visa,8960,active,yes,100000,,,,,
CRD-0350-1,CUS-0350,9941377678,Visa,7975,active,yes,500000,,,,,
CRD-0351-1,CUS-0351,9935890704,Visa,0875,active,yes,200000,,,,,
CRD-0352-1,CUS-0352,9911574849,Mastercard,4126,active,yes,200000,,,,,
CRD-0353-1,CUS-0353,9939159099,Visa,7916,active,yes,500000,,,,,
CRD-0354-1,CUS-0354,9973080669,Verve,8991,active,yes,100000,,,,,
CRD-0355-1,CUS-0355,9924902182,Visa,3989,active,yes,200000,,,,,
CRD-0356-1,CUS-0356,9916389373,Mastercard,1953,active,yes,200000,,,,,
CRD-0357-1,CUS-0357,9982452077,Visa,8264,active,yes,500000,,,,,
CRD-0358-1,CUS-0358,9954026859,Verve,7695,active,yes,200000,,,,,
CRD-0359-1,CUS-0359,9954494020,Verve,1246,active,yes,500000,,,,,
CRD-0360-1,CUS-0360,9950802361,Verve,3967,active,yes,100000,,,,,
CRD-0361-1,CUS-0361,9980291368,Mastercard,0666,active,yes,100000,,,,,
CRD-0362-1,CUS-0362,9925256262,Visa,4136,active,yes,100000,,,,,
CRD-0363-1,CUS-0363,9914265763,Verve,8904,active,yes,500000,,,,,
CRD-0364-1,CUS-0364,9924622145,Visa,3107,active,yes,100000,,,,,
CRD-0365-1,CUS-0365,9966800555,Verve,3258,active,yes,500000,,,,,
CRD-0366-1,CUS-0366,9961438798,Mastercard,5527,active,yes,500000,,,,,
CRD-0367-1,CUS-0367,9951406955,Mastercard,3702,active,yes,100000,,,,,
CRD-0368-1,CUS-0368,9940190302,Verve,6930,active,yes,500000,,,,,
CRD-0369-1,CUS-0369,9982914423,Verve,1698,active,yes,100000,,,,,
CRD-0370-1,CUS-0370,9934238589,Visa,1404,active,yes,500000,,,,,
CRD-0371-1,CUS-0371,9907694305,Mastercard,2597,active,yes,100000,,,,,
CRD-0372-1,CUS-0372,9937583244,Mastercard,1745,active,yes,500000,,,,,
CRD-0373-1,CUS-0373,9932052387,Mastercard,7138,active,yes,100000,,,,,
CRD-0374-1,CUS-0374,9931151207,Visa,4482,active,yes,200000,,,,,
CRD-0375-1,CUS-0375,9951549033,Visa,5987,active,yes,200000,,,,,
CRD-0376-1,CUS-0376,9965266631,Verve,2268,active,yes,100000,,,,,
CRD-0377-1,CUS-0377,9956948792,Verve,3025,active,yes,500000,,,,,
CRD-0378-1,CUS-0378,9920862512,Mastercard,8685,active,yes,500000,,,,,
CRD-0379-1,CUS-0379,9983308485,Mastercard,0487,active,yes,200000,,,,,
CRD-0380-1,CUS-0380,9935909163,Visa,2550,active,yes,100000,,,,,
CRD-0381-1,CUS-0381,9967998836,Verve,8935,active,yes,100000,,,,,
CRD-0382-1,CUS-0382,9965825920,Mastercard,8347,active,yes,100000,,,,,
CRD-0383-1,CUS-0383,9903971634,Mastercard,9385,active,yes,100000,,,,,
CRD-0384-1,CUS-0384,9978462464,Verve,4789,active,yes,100000,,,,,
CRD-0385-1,CUS-0385,9986616742,Verve,8804,active,yes,100000,,,,,
CRD-0386-1,CUS-0386,9930746491,Verve,4283,active,yes,100000,,,,,
CRD-0387-1,CUS-0387,9916279824,Verve,0665,active,yes,500000,,,,,
CRD-0388-1,CUS-0388,9966683513,Mastercard,2195,active,yes,500000,,,,,
CRD-0389-1,CUS-0389,9985163816,Visa,4341,active,yes,200000,,,,,
CRD-0390-1,CUS-0390,9910397222,Mastercard,1710,active,yes,200000,,,,,
CRD-0391-1,CUS-0391,9920137304,Visa,1162,active,yes,500000,,,,,
CRD-0392-1,CUS-0392,9991287050,Verve,9081,active,yes,100000,,,,,
CRD-0393-1,CUS-0393,9978315160,Visa,7693,active,yes,200000,,,,,
CRD-0394-1,CUS-0394,9948693005,Verve,1833,active,yes,200000,,,,,
CRD-0395-1,CUS-0395,9969124143,Verve,1120,active,yes,200000,,,,,
CRD-0396-1,CUS-0396,9979503876,Visa,4870,active,yes,500000,,,,,
CRD-0397-1,CUS-0397,9939504343,Mastercard,9593,active,yes,500000,,,,,
CRD-0398-1,CUS-0398,9963495400,Verve,2806,active,yes,100000,,,,,
CRD-0399-1,CUS-0399,9942983565,Verve,8572,active,yes,500000,,,,,
CRD-0400-1,CUS-0400,9927020003,Verve,6784,active,yes,500000,,,,,
CRD-0401-1,CUS-0401,9916928668,Verve,5894,active,yes,100000,,,,,
CRD-0402-1,CUS-0402,9957851156,Verve,2313,active,yes,100000,,,,,
CRD-0403-1,CUS-0403,9978555237,Visa,4893,active,yes,500000,,,,,
CRD-0404-1,CUS-0404,9918022090,Visa,4009,active,yes,500000,,,,,
CRD-0405-1,CUS-0405,9968853106,Verve,1398,active,yes,100000,,,,,
CRD-0406-1,CUS-0406,9986833881,Verve,9841,active,yes,500000,,,,,
CRD-0407-1,CUS-0407,9927834375,Verve,5818,active,yes,500000,,,,,
CRD-0408-1,CUS-0408,9988225489,Verve,1074,active,yes,200000,,,,,
CRD-0409-1,CUS-0409,9926600363,Verve,0552,active,yes,100000,,,,,
CRD-0410-1,CUS-0410,9922696173,Mastercard,0170,active,yes,500000,,,,,
CRD-0411-1,CUS-0411,9993781137,Visa,8582,active,yes,200000,,,,,
CRD-0412-1,CUS-0412,9954372850,Mastercard,6925,active,yes,100000,,,,,
CRD-0413-1,CUS-0413,9988958664,Visa,9140,active,yes,500000,,,,,
CRD-0414-1,CUS-0414,9977024396,Visa,1382,active,yes,200000,,,,,
CRD-0415-1,CUS-0415,9933680819,Mastercard,8356,active,yes,100000,,,,,
CRD-0416-1,CUS-0416,9968703649,Visa,2830,active,yes,500000,,,,,
CRD-0417-1,CUS-0417,9965144969,Verve,5718,active,yes,500000,,,,,
CRD-0418-1,CUS-0418,9975201362,Verve,6090,active,yes,500000,,,,,
CRD-0419-1,CUS-0419,9947242692,Mastercard,3665,active,yes,100000,,,,,
CRD-0420-1,CUS-0420,9939184404,Verve,2347,active,yes,200000,,,,,
CRD-0421-1,CUS-0421,9917263678,Mastercard,9053,active,yes,500000,,,,,
CRD-0422-1,CUS-0422,9981759426,Visa,5990,active,yes,100000,,,,,
CRD-0423-1,CUS-0423,9996846104,Visa,8389,active,yes,500000,,,,,
CRD-0424-1,CUS-0424,9968184455,Visa,1000,active,yes,500000,,,,,
CRD-0425-1,CUS-0425,9940818369,Visa,7748,active,yes,500000,,,,,
CRD-0426-1,CUS-0426,9934548587,Verve,4678,active,yes,500000,,,,,
CRD-0427-1,CUS-0427,9914290139,Mastercard,6981,active,yes,100000,,,,,
CRD-0428-1,CUS-0428,9988816041,Verve,3860,active,yes,200000,,,,,
CRD-0429-1,CUS-0429,9962754614,Visa,2237,active,yes,100000,,,,,
CRD-0430-1,CUS-0430,9922159393,Mastercard,1984,active,yes,100000,,,,,
CRD-0431-1,CUS-0431,9985406888,Visa,7225,active,yes,100000,,,,,
CRD-0432-1,CUS-0432,9901762982,Verve,7532,active,yes,200000,,,,,
CRD-0433-1,CUS-0433,9973633995,Mastercard,6083,active,yes,100000,,,,,
CRD-0434-1,CUS-0434,9998934709,Mastercard,1443,active,yes,200000,,,,,
CRD-0435-1,CUS-0435,9996618422,Mastercard,6233,active,yes,200000,,,,,
CRD-0436-1,CUS-0436,9957764503,Mastercard,7041,active,yes,100000,,,,,
CRD-0437-1,CUS-0437,9935652556,Visa,6027,active,yes,200000,,,,,
CRD-0438-1,CUS-0438,9912614443,Mastercard,1447,active,yes,500000,,,,,
CRD-0439-1,CUS-0439,9979594787,Visa,5416,active,yes,500000,,,,,
CRD-0440-1,CUS-0440,9953918603,Mastercard,0950,active,yes,500000,,,,,
CRD-0441-1,CUS-0441,9989912305,Visa,8417,active,yes,100000,,,,,
CRD-0442-1,CUS-0442,9996044337,Mastercard,7322,active,yes,200000,,,,,
CRD-0443-1,CUS-0443,9932469947,Visa,1904,active,yes,200000,,,,,
CRD-0444-1,CUS-0444,9984434096,Mastercard,4503,active,yes,100000,,,,,
CRD-0445-1,CUS-0445,9937220724,Verve,6615,active,yes,200000,,,,,
CRD-0446-1,CUS-0446,9965552641,Mastercard,5445,active,yes,500000,,,,,
CRD-0447-1,CUS-0447,9988158943,Visa,6706,active,yes,100000,,,,,
CRD-0448-1,CUS-0448,9949863391,Visa,9511,active,yes,200000,,,,,
CRD-0449-1,CUS-0449,9921814877,Visa,1149,active,yes,100000,,,,,
CRD-0450-1,CUS-0450,9931478410,Verve,0239,active,yes,200000,,,,,
CRD-0451-1,CUS-0451,9961219558,Mastercard,7951,active,yes,100000,,,,,
CRD-0452-1,CUS-0452,9921145268,Visa,2160,active,yes,500000,,,,,
CRD-0453-1,CUS-0453,9912705740,Verve,4848,active,yes,500000,,,,,
CRD-0454-1,CUS-0454,9915943156,Verve,8120,active,yes,200000,,,,,
CRD-0455-1,CUS-0455,9902792166,Visa,7914,active,yes,500000,,,,,
CRD-0456-1,CUS-0456,9972514839,Visa,4235,active,yes,200000,,,,,
CRD-0457-1,CUS-0457,9951470242,Mastercard,8024,active,yes,200000,,,,,
CRD-0458-1,CUS-0458,9904367085,Visa,8912,active,yes,200000,,,,,
CRD-0459-1,CUS-0459,9996173946,Visa,5929,active,yes,100000,,,,,
CRD-0460-1,CUS-0460,9955245029,Mastercard,1926,active,yes,500000,,,,,
CRD-0461-1,CUS-0461,9906704957,Verve,1937,active,yes,100000,,,,,
CRD-0462-1,CUS-0462,9959698980,Verve,6031,active,yes,500000,,,,,
CRD-0463-1,CUS-0463,9930718439,Mastercard,3732,active,yes,100000,,,,,
CRD-0464-1,CUS-0464,9998523750,Visa,6317,active,yes,500000,,,,,
CRD-0465-1,CUS-0465,9919915036,Verve,6896,active,yes,100000,,,,,
CRD-0466-1,CUS-0466,9921435033,Mastercard,5054,active,yes,200000,,,,,
CRD-0467-1,CUS-0467,9930828759,Mastercard,2540,active,yes,200000,,,,,
CRD-0468-1,CUS-0468,9916264223,Verve,6490,active,yes,200000,,,,,
CRD-0469-1,CUS-0469,9968933238,Mastercard,6229,active,yes,200000,,,,,
CRD-0470-1,CUS-0470,9929794391,Visa,4822,active,yes,200000,,,,,
CRD-0471-1,CUS-0471,9943902366,Visa,9139,active,yes,100000,,,,,
CRD-0472-1,CUS-0472,9933859016,Mastercard,0168,active,yes,500000,,,,,
CRD-0473-1,CUS-0473,9956177643,Mastercard,3207,active,yes,100000,,,,,
CRD-0474-1,CUS-0474,9967078673,Visa,8616,active,yes,200000,,,,,
CRD-0475-1,CUS-0475,9942169114,Verve,3260,active,yes,500000,,,,,
CRD-0476-1,CUS-0476,9990474627,Verve,3457,active,yes,100000,,,,,
CRD-0477-1,CUS-0477,9950606428,Verve,9679,active,yes,500000,,,,,
CRD-0478-1,CUS-0478,9926098818,Verve,5975,active,yes,500000,,,,,
CRD-0479-1,CUS-0479,9976613626,Verve,9260,active,yes,100000,,,,,
CRD-0480-1,CUS-0480,9952051483,Mastercard,9556,active,yes,100000,,,,,
CRD-0481-1,CUS-0481,9939475693,Mastercard,1295,active,yes,100000,,,,,
CRD-0482-1,CUS-0482,9931572769,Mastercard,4092,active,yes,100000,,,,,
CRD-0483-1,CUS-0483,9956134913,Visa,1305,active,yes,100000,,,,,
CRD-0484-1,CUS-0484,9979764044,Mastercard,5854,active,yes,500000,,,,,
CRD-0485-1,CUS-0485,9974291653,Mastercard,3490,active,yes,500000,,,,,
CRD-0486-1,CUS-0486,9956936295,Mastercard,2837,active,yes,500000,,,,,
CRD-0487-1,CUS-0487,9989218380,Verve,8827,active,yes,200000,,,,,
CRD-0488-1,CUS-0488,9947422699,Visa,1449,active,yes,200000,,,,,
CRD-0489-1,CUS-0489,9904477391,Visa,9704,active,yes,500000,,,,,
CRD-0490-1,CUS-0490,9997818827,Verve,1581,active,yes,100000,,,,,
CRD-0491-1,CUS-0491,9971365877,Verve,8912,active,yes,500000,,,,,
CRD-0492-1,CUS-0492,9909587010,Verve,3816,active,yes,200000,,,,,
CRD-0493-1,CUS-0493,9914772348,Visa,1737,active,yes,100000,,,,,
CRD-0494-1,CUS-0494,9961232402,Visa,8061,active,yes,500000,,,,,
CRD-0495-1,CUS-0495,9921089129,Visa,9427,active,yes,100000,,,,,
CRD-0496-1,CUS-0496,9992039930,Visa,1209,active,yes,200000,,,,,
CRD-0497-1,CUS-0497,9975222469,Visa,9687,active,yes,500000,,,,,
CRD-0498-1,CUS-0498,9973945097,Verve,0176,active,yes,100000,,,,,
CRD-0499-1,CUS-0499,9952647161,Verve,6807,active,yes,500000,,,,,
CRD-0500-1,CUS-0500,9934447608,Mastercard,3261,active,yes,100000,,,,,
